ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Método_Pago,Estado,Nombre_producto,Categoría,Precio_Unitario,Importe_Ventas,Venta_Completa,Clientes,Full_Name,Registro
1395,19/7/2024,265,3,4,4,Pendiente,Queso cremoso,Lácteos,"17,23","68,92",0,Centro,Valeria Tyres,12/6/2023
1546,19/7/2024,283,10,1,3,Completa,Costilla de cerdo,Carnicería,"14,25","14,25","14,25",Buenos Aires,Lincoln Kennermann,3/5/2023
2474,19/7/2024,188,19,3,4,Pendiente,Tomates,Frutas y Verduras,"6,54","19,62",0,Cuyo,Libbey Carefull,9/4/2023
2557,19/7/2024,156,7,1,1,Completa,Chorizo,Carnicería,"11,25","11,25","11,25",Patagonia,Giulia Rudinger,26/10/2023
2652,19/7/2024,247,23,1,1,Completa,Papas fritas,Congelados,"8,23","8,23","8,23",Buenos Aires,Silvio Butterfield,19/7/2023
2800,19/7/2024,226,8,4,2,Completa,Milanesa,Carnicería,"16,21","64,84","64,84",Patagonia,Jerry Beiderbecke,26/11/2023
2811,19/7/2024,253,26,6,5,Completa,Hamburgesas congeladas,Congelados,"9,54","57,24","57,24",Buenos Aires,Alastair Scedall,1/5/2023
2830,19/7/2024,11,27,1,5,Completa,Agua mineral,Bebidas,"6,21","6,21","6,21",Buenos Aires,Hilario Hubble,12/10/2023
2966,19/7/2024,203,37,4,4,Completa,Garbanzos,Conservas,"3,65","14,6","14,6",Buenos Aires,Rafaellle Jayes,2/10/2023
2977,19/7/2024,288,21,2,2,Completa,Zanahorias,Frutas y Verduras,"3,25","6,5","6,5",Buenos Aires,Leoline Hessel,26/10/2023
500,20/7/2024,175,35,3,5,Pendiente,Arroz,Conservas,"4,25","12,75",0,Buenos Aires,Caron Raddon,14/9/2023
514,20/7/2024,298,38,5,5,Completa,Atún enlatado,Conservas,"6,21","31,05","31,05",Buenos Aires,Osborne Bruton,24/7/2023
682,20/7/2024,200,17,2,2,Completa,Manzanas,Frutas y Verduras,"6,54","13,08","13,08",Centro,Cristobal Gorick,8/9/2023
707,20/7/2024,216,8,4,3,Completa,Milanesa,Carnicería,"16,21","64,84","64,84",Centro,Tandie Arrowsmith,11/11/2023
777,20/7/2024,235,9,1,5,Completa,Pollo,Carnicería,"18,56","18,56","18,56",NEA,Cloe Brun,11/12/2023
803,20/7/2024,227,2,4,4,Pendiente,Yogur,Lácteos,"5,21","20,84",0,Buenos Aires,Falkner Heggs,31/5/2023
1461,20/7/2024,87,5,4,1,Completa,Manteca,Lácteos,"5,65","22,6","22,6",Patagonia,Aeriel Garahan,22/8/2023
1547,20/7/2024,122,21,2,2,Completa,Zanahorias,Frutas y Verduras,"3,25","6,5","6,5",Centro,Kerr Whitesel,28/5/2023
2676,20/7/2024,83,25,2,4,Completa,Pizza congelada,Congelados,"15,45","30,9","30,9",Buenos Aires,Nelia Macgow,14/9/2023
367,21/7/2024,163,6,3,4,Completa,Asado,Carnicería,"28,56","85,68","85,68",Buenos Aires,Bryanty Smurfitt,1/7/2023
666,21/7/2024,20,10,3,3,Completa,Costilla de cerdo,Carnicería,"14,25","42,75","42,75",Cuyo,Benedicto Selbach,22/7/2023
1017,21/7/2024,200,24,2,3,Completa,Empanadas,Congelados,"13,54","27,08","27,08",Centro,Cristobal Gorick,8/9/2023
1023,21/7/2024,104,4,2,5,Pendiente,Queso rallado,Lácteos,"19,23","38,46",0,Buenos Aires,Serena Wison,10/5/2023
1885,21/7/2024,219,17,6,4,Completa,Manzanas,Frutas y Verduras,"6,54","39,24","39,24",Patagonia,Obediah Clineck,27/4/2023
1887,21/7/2024,19,19,2,5,Completa,Tomates,Frutas y Verduras,"6,54","13,08","13,08",Centro,Victoria Filyukov,13/11/2023
1943,21/7/2024,235,15,2,4,Completa,Medialunas,Panadería,"3,51","7,02","7,02",NEA,Cloe Brun,11/12/2023
2111,21/7/2024,289,23,2,3,Completa,Papas fritas,Congelados,"8,23","16,46","16,46",Cuyo,Fran Mccullen,28/11/2023
81,22/7/2024,160,10,2,3,Completa,Costilla de cerdo,Carnicería,"14,25","28,5","28,5",Centro,Tedmund Etheridge,6/12/2023
291,22/7/2024,79,37,6,3,Completa,Garbanzos,Conservas,"3,65","21,9","21,9",Patagonia,Valentin Coard,11/7/2023
555,22/7/2024,234,27,5,3,Completa,Agua mineral,Bebidas,"6,21","31,05","31,05",Buenos Aires,Christopher Bootland,30/9/2023
1034,22/7/2024,125,26,3,1,Pendiente,Hamburgesas congeladas,Congelados,"9,54","28,62",0,Patagonia,Minette Alchin,19/11/2023
1641,22/7/2024,319,29,6,4,Pendiente,Cerveza,Bebidas,"11,54","69,24",0,Patagonia,Byrle Crinidge,10/5/2023
1848,22/7/2024,323,2,5,2,Completa,Yogur,Lácteos,"5,21","26,05","26,05",Centro,Issiah Schoales,21/11/2023
1990,22/7/2024,242,16,4,5,Completa,Tortas,Panadería,"15,23","60,92","60,92",NEA,Eben Hellens,12/9/2023
2440,22/7/2024,21,35,6,4,Completa,Arroz,Conservas,"4,25","25,5","25,5",Buenos Aires,Kleon Mitrovic,25/5/2023
2837,22/7/2024,324,14,1,3,Completa,Facturas,Panadería,"12,36","12,36","12,36",NEA,Nalani Steggals,1/9/2023
280,23/7/2024,279,2,1,3,Completa,Yogur,Lácteos,"5,21","5,21","5,21",Centro,Benito Weall,29/11/2023
538,23/7/2024,243,37,1,1,Pendiente,Garbanzos,Conservas,"3,65","3,65",0,Buenos Aires,Gerta Shervington,15/5/2023
574,23/7/2024,17,17,5,5,Completa,Manzanas,Frutas y Verduras,"6,54","32,7","32,7",Buenos Aires,Marianna Kyle,25/7/2023
1145,23/7/2024,90,25,6,2,Completa,Pizza congelada,Congelados,"15,45","92,7","92,7",Buenos Aires,Pinchas Stollsteiner,9/8/2023
1261,23/7/2024,318,30,4,1,Completa,Vino tinto,Bebidas,"13,54","54,16","54,16",Buenos Aires,Gustave Chatainier,31/3/2023
1500,23/7/2024,141,23,5,4,Pendiente,Papas fritas,Congelados,"8,23","41,15",0,NEA,Adena Skirvane,22/3/2023
1912,23/7/2024,23,21,1,4,Completa,Zanahorias,Frutas y Verduras,"3,25","3,25","3,25",Patagonia,Essy Ruperti,4/5/2023
2170,23/7/2024,130,2,1,4,Pendiente,Yogur,Lácteos,"5,21","5,21",0,Buenos Aires,Lori Oram,8/9/2023
2736,23/7/2024,133,35,4,3,Completa,Arroz,Conservas,"4,25",17,17,Buenos Aires,Peggi Sainsbury-Brown,16/7/2023
2749,23/7/2024,248,18,2,1,Completa,Bananas,Frutas y Verduras,"7,25","14,5","14,5",Centro,Benito Craythorne,3/7/2023
2927,23/7/2024,270,13,6,4,Completa,Pan integral,Panadería,"12,56","75,36","75,36",Cuyo,Davide Dukes,12/11/2023
92,24/7/2024,190,22,2,5,Completa,Cebolla,Frutas y Verduras,"4,21","8,42","8,42",NEA,Derwin Fuzzard,21/3/2023
953,24/7/2024,134,33,3,3,Completa,Papas chips,Galletitas y Snacks,"8,54","25,62","25,62",Cuyo,Zora Halvosen,3/8/2023
1314,24/7/2024,290,6,3,2,Completa,Asado,Carnicería,"28,56","85,68","85,68",Buenos Aires,Melinda Water,20/9/2023
1994,24/7/2024,323,31,6,5,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","31,44","31,44",Centro,Issiah Schoales,21/11/2023
2215,24/7/2024,35,28,1,1,Pendiente,Jugos de frutas,Bebidas,"9,45","9,45",0,NOA,Matthew Rudderham,23/4/2023
2277,24/7/2024,144,36,3,2,Completa,Lentejas,Conservas,"3,25","9,75","9,75",NEA,Maribeth Hearon,16/6/2023
2528,24/7/2024,164,13,1,1,Completa,Pan integral,Panadería,"12,56","12,56","12,56",Centro,Tybie Kemster,11/12/2023
2695,24/7/2024,58,31,1,5,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","5,24","5,24",Buenos Aires,Hilarius Abad,30/9/2023
2725,24/7/2024,256,6,3,1,Completa,Asado,Carnicería,"28,56","85,68","85,68",Buenos Aires,Felita Duny,17/12/2023
104,25/7/2024,171,21,2,5,Completa,Zanahorias,Frutas y Verduras,"3,25","6,5","6,5",Cuyo,Vladimir Orrill,3/4/2023
939,25/7/2024,150,14,2,5,Completa,Facturas,Panadería,"12,36","24,72","24,72",Buenos Aires,Eben Riche,3/6/2023
1255,25/7/2024,25,35,6,4,Pendiente,Arroz,Conservas,"4,25","25,5",0,Patagonia,Queenie Moyer,18/6/2023
1353,25/7/2024,317,34,3,1,Completa,Maníes,Galletitas y Snacks,"5,45","16,35","16,35",NEA,Ricard Dupoy,1/6/2023
1408,25/7/2024,124,12,1,5,Completa,Pan francés,Panadería,"8,12","8,12","8,12",NEA,Rustie Astlet,3/9/2023
1580,25/7/2024,209,9,6,3,Completa,Pollo,Carnicería,"18,56","111,36","111,36",Buenos Aires,Burr Jiricka,25/10/2023
1744,25/7/2024,314,34,3,5,Completa,Maníes,Galletitas y Snacks,"5,45","16,35","16,35",Patagonia,Abelard Bassett,10/4/2023
2471,25/7/2024,32,35,2,3,Completa,Arroz,Conservas,"4,25","8,5","8,5",Cuyo,Cristen Ottee,27/7/2023
2525,25/7/2024,231,38,4,5,Completa,Atún enlatado,Conservas,"6,21","24,84","24,84",Patagonia,Rani Chattelaine,13/12/2023
19,26/7/2024,47,31,6,1,Pendiente,Galletitas de agua,Galletitas y Snacks,"5,24","31,44",0,Buenos Aires,Betteanne Pratley,28/9/2023
323,26/7/2024,295,22,3,2,Completa,Cebolla,Frutas y Verduras,"4,21","12,63","12,63",Cuyo,Denise Domsalla,2/10/2023
392,26/7/2024,150,15,5,5,Completa,Medialunas,Panadería,"3,51","17,55","17,55",Buenos Aires,Eben Riche,3/6/2023
410,26/7/2024,165,34,5,2,Pendiente,Maníes,Galletitas y Snacks,"5,45","27,25",0,Buenos Aires,Tricia Gimert,21/5/2023
515,26/7/2024,35,13,3,4,Completa,Pan integral,Panadería,"12,56","37,68","37,68",NOA,Matthew Rudderham,23/4/2023
689,26/7/2024,187,33,3,1,Completa,Papas chips,Galletitas y Snacks,"8,54","25,62","25,62",Buenos Aires,Gay Elvin,27/11/2023
770,26/7/2024,123,9,1,1,Completa,Pollo,Carnicería,"18,56","18,56","18,56",Patagonia,Reggie Thorwarth,24/10/2023
1004,26/7/2024,71,29,5,5,Completa,Cerveza,Bebidas,"11,54","57,7","57,7",Buenos Aires,Colly Blucher,2/5/2023
1070,26/7/2024,174,12,6,4,Completa,Pan francés,Panadería,"8,12","48,72","48,72",Patagonia,Darda Tarr,31/8/2023
1233,26/7/2024,199,16,4,3,Cancelada,Tortas,Panadería,"15,23","60,92",0,Buenos Aires,Enrique Grove,13/11/2023
1678,26/7/2024,170,32,6,4,Pendiente,Galletitas de chocolate,Galletitas y Snacks,"6,25","37,5",0,Centro,Cchaddie Dametti,24/9/2023
2760,26/7/2024,159,16,5,4,Completa,Tortas,Panadería,"15,23","76,15","76,15",NEA,Cyril Pischel,11/4/2023
2779,26/7/2024,237,26,3,5,Completa,Hamburgesas congeladas,Congelados,"9,54","28,62","28,62",Buenos Aires,Nikki Dalgetty,10/5/2023
2836,26/7/2024,139,13,5,1,Completa,Pan integral,Panadería,"12,56","62,8","62,8",Buenos Aires,Pamella Asker,9/5/2023
2986,26/7/2024,228,11,4,4,Completa,Salchicha,Carnicería,"11,23","44,92","44,92",Centro,Griff Kearey,28/12/2023
344,27/7/2024,151,19,2,3,Pendiente,Tomates,Frutas y Verduras,"6,54","13,08",0,Buenos Aires,Lance Dungey,25/8/2023
475,27/7/2024,314,36,5,1,Completa,Lentejas,Conservas,"3,25","16,25","16,25",Patagonia,Abelard Bassett,10/4/2023
771,27/7/2024,78,32,4,2,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25",25,25,Buenos Aires,Gabbi Harnell,25/9/2023
1516,27/7/2024,22,14,2,4,Completa,Facturas,Panadería,"12,36","24,72","24,72",Centro,Laird Grainger,26/9/2023
1858,27/7/2024,301,26,2,4,Pendiente,Hamburgesas congeladas,Congelados,"9,54","19,08",0,Cuyo,Nannie Toseland,31/10/2023
2237,27/7/2024,233,38,5,4,Completa,Atún enlatado,Conservas,"6,21","31,05","31,05",Centro,Stefania Jephson,18/11/2023
2282,27/7/2024,192,6,6,4,Completa,Asado,Carnicería,"28,56","171,36","171,36",Cuyo,Dyan Marquis,21/3/2023
2293,27/7/2024,300,6,3,4,Completa,Asado,Carnicería,"28,56","85,68","85,68",NEA,Marilin Lodin,25/8/2023
411,28/7/2024,142,23,5,4,Completa,Papas fritas,Congelados,"8,23","41,15","41,15",Cuyo,Lisette Salle,8/5/2023
838,28/7/2024,304,38,3,1,Completa,Atún enlatado,Conservas,"6,21","18,63","18,63",Cuyo,Arch Jurasz,30/4/2023
2389,28/7/2024,64,29,1,1,Completa,Cerveza,Bebidas,"11,54","11,54","11,54",NEA,Randolph Collicott,18/10/2023
178,29/7/2024,159,21,1,3,Pendiente,Zanahorias,Frutas y Verduras,"3,25","3,25",0,NEA,Cyril Pischel,11/4/2023
257,29/7/2024,249,28,5,4,Pendiente,Jugos de frutas,Bebidas,"9,45","47,25",0,Buenos Aires,Dilly Gaveltone,2/8/2023
531,29/7/2024,24,27,2,4,Completa,Agua mineral,Bebidas,"6,21","12,42","12,42",Cuyo,Juan Borrowman,23/7/2023
701,29/7/2024,77,21,2,3,Pendiente,Zanahorias,Frutas y Verduras,"3,25","6,5",0,Buenos Aires,Mickie Dellar,29/10/2023
1515,29/7/2024,22,3,3,1,Completa,Queso cremoso,Lácteos,"17,23","51,69","51,69",Centro,Laird Grainger,26/9/2023
1850,29/7/2024,301,15,4,4,Completa,Medialunas,Panadería,"3,51","14,04","14,04",Cuyo,Nannie Toseland,31/10/2023
2994,29/7/2024,162,17,3,3,Completa,Manzanas,Frutas y Verduras,"6,54","19,62","19,62",Patagonia,Libbie Faircliffe,23/10/2023
121,30/7/2024,114,38,4,5,Completa,Atún enlatado,Conservas,"6,21","24,84","24,84",Centro,Fabien Roskam,11/4/2023
202,30/7/2024,170,6,5,4,Completa,Asado,Carnicería,"28,56","142,8","142,8",Centro,Cchaddie Dametti,24/9/2023
308,30/7/2024,153,29,2,4,Completa,Cerveza,Bebidas,"11,54","23,08","23,08",Cuyo,Merola Sketcher,29/9/2023
381,30/7/2024,140,29,4,2,Completa,Cerveza,Bebidas,"11,54","46,16","46,16",NEA,Estrella Hoggins,10/10/2023
906,30/7/2024,179,13,1,5,Completa,Pan integral,Panadería,"12,56","12,56","12,56",Buenos Aires,Constantina Grimm,25/7/2023
930,30/7/2024,91,7,6,4,Completa,Chorizo,Carnicería,"11,25","67,5","67,5",Buenos Aires,Haley Fain,16/5/2023
1106,30/7/2024,153,2,1,4,Pendiente,Yogur,Lácteos,"5,21","5,21",0,Cuyo,Merola Sketcher,29/9/2023
1196,30/7/2024,239,32,2,1,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25","12,5","12,5",Buenos Aires,Herbie Puttick,1/4/2023
1520,30/7/2024,209,1,4,5,Completa,Leche,Lácteos,"12,24","48,96","48,96",Buenos Aires,Burr Jiricka,25/10/2023
1617,30/7/2024,162,32,1,4,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25","6,25","6,25",Patagonia,Libbie Faircliffe,23/10/2023
1672,30/7/2024,188,8,5,5,Completa,Milanesa,Carnicería,"16,21","81,05","81,05",Cuyo,Libbey Carefull,9/4/2023
1938,30/7/2024,125,16,3,4,Completa,Tortas,Panadería,"15,23","45,69","45,69",Patagonia,Minette Alchin,19/11/2023
2423,30/7/2024,157,1,5,3,Completa,Leche,Lácteos,"12,24","61,2","61,2",Patagonia,Lammond Mccaskill,22/5/2023
2656,30/7/2024,207,14,4,5,Completa,Facturas,Panadería,"12,36","49,44","49,44",Buenos Aires,Gussi Paslow,17/6/2023
2846,30/7/2024,200,15,4,5,Completa,Medialunas,Panadería,"3,51","14,04","14,04",Centro,Cristobal Gorick,8/9/2023
2849,30/7/2024,153,26,2,4,Completa,Hamburgesas congeladas,Congelados,"9,54","19,08","19,08",Cuyo,Merola Sketcher,29/9/2023
146,31/7/2024,148,8,2,4,Completa,Milanesa,Carnicería,"16,21","32,42","32,42",Centro,Nadeen Du Pre,19/3/2023
220,31/7/2024,156,5,6,5,Pendiente,Manteca,Lácteos,"5,65","33,9",0,Patagonia,Giulia Rudinger,26/10/2023
1279,31/7/2024,302,33,4,1,Completa,Papas chips,Galletitas y Snacks,"8,54","34,16","34,16",Patagonia,Ferris Duggan,24/7/2023
1297,31/7/2024,32,24,2,1,Completa,Empanadas,Congelados,"13,54","27,08","27,08",Cuyo,Cristen Ottee,27/7/2023
1316,31/7/2024,251,2,3,4,Pendiente,Yogur,Lácteos,"5,21","15,63",0,Centro,Cristian Micka,28/4/2023
1352,31/7/2024,205,7,6,4,Pendiente,Chorizo,Carnicería,"11,25","67,5",0,Patagonia,Brenda Utterson,29/4/2023
47,1/8/2024,86,31,4,2,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","20,96","20,96",Patagonia,Anjela Villaron,4/4/2023
631,1/8/2024,120,20,1,1,Completa,Lechugas,Frutas y Verduras,"4,25","4,25","4,25",Buenos Aires,Baxter Ritmeier,15/9/2023
929,1/8/2024,164,31,5,3,Pendiente,Galletitas de agua,Galletitas y Snacks,"5,24","26,2",0,Centro,Tybie Kemster,11/12/2023
1090,1/8/2024,43,3,3,4,Pendiente,Queso cremoso,Lácteos,"17,23","51,69",0,Patagonia,Brenda Buckel,27/9/2023
1973,1/8/2024,80,20,3,3,Completa,Lechugas,Frutas y Verduras,"4,25","12,75","12,75",NEA,Aubry Stille,19/12/2023
2118,1/8/2024,199,7,2,5,Completa,Chorizo,Carnicería,"11,25","22,5","22,5",Buenos Aires,Enrique Grove,13/11/2023
2210,1/8/2024,140,5,2,3,Completa,Manteca,Lácteos,"5,65","11,3","11,3",NEA,Estrella Hoggins,10/10/2023
2285,1/8/2024,78,4,3,4,Pendiente,Queso rallado,Lácteos,"19,23","57,69",0,Buenos Aires,Gabbi Harnell,25/9/2023
2408,1/8/2024,89,15,1,5,Completa,Medialunas,Panadería,"3,51","3,51","3,51",Patagonia,Tawsha Olle,3/4/2023
2502,1/8/2024,326,31,5,1,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","26,2","26,2",Cuyo,Friedrick Paulucci,21/6/2023
57,2/8/2024,305,13,1,5,Completa,Pan integral,Panadería,"12,56","12,56","12,56",Patagonia,Karyn Foucard,4/5/2023
313,2/8/2024,250,30,1,5,Completa,Vino tinto,Bebidas,"13,54","13,54","13,54",Centro,Stacy Scading,22/8/2023
333,2/8/2024,26,35,1,1,Completa,Arroz,Conservas,"4,25","4,25","4,25",Centro,Byrom Soro,5/7/2023
336,2/8/2024,80,20,6,5,Completa,Lechugas,Frutas y Verduras,"4,25","25,5","25,5",NEA,Aubry Stille,19/12/2023
356,2/8/2024,278,2,6,4,Completa,Yogur,Lácteos,"5,21","31,26","31,26",Centro,Rouvin Ohrt,21/8/2023
550,2/8/2024,221,4,5,1,Completa,Queso rallado,Lácteos,"19,23","96,15","96,15",Buenos Aires,Hildagarde Mouton,9/6/2023
1377,2/8/2024,85,31,6,1,Pendiente,Galletitas de agua,Galletitas y Snacks,"5,24","31,44",0,Cuyo,Curran Macari,2/4/2023
1407,2/8/2024,242,6,4,4,Completa,Asado,Carnicería,"28,56","114,24","114,24",NEA,Eben Hellens,12/9/2023
1496,2/8/2024,213,9,5,5,Pendiente,Pollo,Carnicería,"18,56","92,8",0,Centro,Cornelia Alberti,28/11/2023
1522,2/8/2024,167,6,6,2,Completa,Asado,Carnicería,"28,56","171,36","171,36",Buenos Aires,Audi Kretchmer,25/10/2023
1955,2/8/2024,78,30,6,4,Completa,Vino tinto,Bebidas,"13,54","81,24","81,24",Buenos Aires,Gabbi Harnell,25/9/2023
2361,2/8/2024,164,21,5,5,Pendiente,Zanahorias,Frutas y Verduras,"3,25","16,25",0,Centro,Tybie Kemster,11/12/2023
305,3/8/2024,78,11,6,4,Completa,Salchicha,Carnicería,"11,23","67,38","67,38",Buenos Aires,Gabbi Harnell,25/9/2023
1895,3/8/2024,125,13,4,5,Completa,Pan integral,Panadería,"12,56","50,24","50,24",Patagonia,Minette Alchin,19/11/2023
1937,3/8/2024,326,25,1,1,Completa,Pizza congelada,Congelados,"15,45","15,45","15,45",Cuyo,Friedrick Paulucci,21/6/2023
2046,3/8/2024,13,22,1,5,Completa,Cebolla,Frutas y Verduras,"4,21","4,21","4,21",Centro,Kameko Moland,23/10/2023
2152,3/8/2024,153,25,2,2,Pendiente,Pizza congelada,Congelados,"15,45","30,9",0,Cuyo,Merola Sketcher,29/9/2023
2265,3/8/2024,37,26,5,4,Completa,Hamburgesas congeladas,Congelados,"9,54","47,7","47,7",Cuyo,Frederik Gook,4/11/2023
211,4/8/2024,264,32,2,5,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25","12,5","12,5",Buenos Aires,Vivien Demeza,19/4/2023
282,4/8/2024,189,3,2,5,Completa,Queso cremoso,Lácteos,"17,23","34,46","34,46",Patagonia,Say Stanistreet,18/7/2023
1557,4/8/2024,165,37,5,1,Completa,Garbanzos,Conservas,"3,65","18,25","18,25",Buenos Aires,Tricia Gimert,21/5/2023
1786,4/8/2024,209,33,4,4,Completa,Papas chips,Galletitas y Snacks,"8,54","34,16","34,16",Buenos Aires,Burr Jiricka,25/10/2023
2234,4/8/2024,278,27,2,4,Completa,Agua mineral,Bebidas,"6,21","12,42","12,42",Centro,Rouvin Ohrt,21/8/2023
153,5/8/2024,268,3,4,1,Completa,Queso cremoso,Lácteos,"17,23","68,92","68,92",NOA,Thom Gantzer,7/5/2023
193,5/8/2024,20,1,2,1,Completa,Leche,Lácteos,"12,24","24,48","24,48",Cuyo,Benedicto Selbach,22/7/2023
486,5/8/2024,151,35,3,5,Completa,Arroz,Conservas,"4,25","12,75","12,75",Buenos Aires,Lance Dungey,25/8/2023
487,5/8/2024,93,36,2,5,Completa,Lentejas,Conservas,"3,25","6,5","6,5",Buenos Aires,Gay Allans,2/6/2023
584,5/8/2024,99,11,4,5,Completa,Salchicha,Carnicería,"11,23","44,92","44,92",Buenos Aires,Georgia Mcalpine,9/8/2023
591,5/8/2024,111,37,5,2,Pendiente,Garbanzos,Conservas,"3,65","18,25",0,Cuyo,Ave Purchon,21/3/2023
854,5/8/2024,82,29,6,3,Completa,Cerveza,Bebidas,"11,54","69,24","69,24",Buenos Aires,Adham Leebeter,6/11/2023
880,5/8/2024,114,2,2,5,Completa,Yogur,Lácteos,"5,21","10,42","10,42",Centro,Fabien Roskam,11/4/2023
1009,5/8/2024,306,29,2,5,Completa,Cerveza,Bebidas,"11,54","23,08","23,08",Cuyo,Donna Zamora,11/6/2023
1432,5/8/2024,309,36,3,4,Completa,Lentejas,Conservas,"3,25","9,75","9,75",Centro,Aggy Warman,31/8/2023
1482,5/8/2024,126,18,4,1,Completa,Bananas,Frutas y Verduras,"7,25",29,29,Cuyo,Glory Hedling,20/7/2023
1604,5/8/2024,1,15,1,5,Completa,Medialunas,Panadería,"3,51","3,51","3,51",Patagonia,Karisa Cromett,19/11/2023
2187,5/8/2024,69,29,1,1,Completa,Cerveza,Bebidas,"11,54","11,54","11,54",Cuyo,Ham Rapley,19/5/2023
2357,5/8/2024,125,32,5,5,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25","31,25","31,25",Patagonia,Minette Alchin,19/11/2023
2618,5/8/2024,145,1,3,3,Completa,Leche,Lácteos,"12,24","36,72","36,72",Buenos Aires,Eugenius Bowness,8/4/2023
2627,5/8/2024,241,36,4,2,Completa,Lentejas,Conservas,"3,25",13,13,Buenos Aires,Jeremiah Cosgrave,11/6/2023
2773,5/8/2024,248,31,4,3,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","20,96","20,96",Centro,Benito Craythorne,3/7/2023
94,6/8/2024,174,31,1,1,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","5,24","5,24",Patagonia,Darda Tarr,31/8/2023
175,6/8/2024,203,3,2,5,Pendiente,Queso cremoso,Lácteos,"17,23","34,46",0,Buenos Aires,Rafaellle Jayes,2/10/2023
764,6/8/2024,43,9,2,5,Completa,Pollo,Carnicería,"18,56","37,12","37,12",Patagonia,Brenda Buckel,27/9/2023
1229,6/8/2024,107,22,1,4,Cancelada,Cebolla,Frutas y Verduras,"4,21","4,21",0,Patagonia,Gretna Kirwin,11/7/2023
1544,6/8/2024,60,26,6,3,Completa,Hamburgesas congeladas,Congelados,"9,54","57,24","57,24",NEA,Lisabeth Murty,17/4/2023
1767,6/8/2024,215,36,5,3,Completa,Lentejas,Conservas,"3,25","16,25","16,25",NEA,Addison Trask,10/8/2023
2848,6/8/2024,157,9,4,3,Completa,Pollo,Carnicería,"18,56","74,24","74,24",Patagonia,Lammond Mccaskill,22/5/2023
2852,6/8/2024,50,26,4,3,Completa,Hamburgesas congeladas,Congelados,"9,54","38,16","38,16",Buenos Aires,Nickolaus Coppins,21/9/2023
62,7/8/2024,205,15,2,5,Completa,Medialunas,Panadería,"3,51","7,02","7,02",Patagonia,Brenda Utterson,29/4/2023
114,7/8/2024,46,23,6,1,Completa,Papas fritas,Congelados,"8,23","49,38","49,38",Centro,Slade Stockle,10/8/2023
126,7/8/2024,24,26,5,3,Completa,Hamburgesas congeladas,Congelados,"9,54","47,7","47,7",Cuyo,Juan Borrowman,23/7/2023
839,7/8/2024,35,12,6,5,Completa,Pan francés,Panadería,"8,12","48,72","48,72",NOA,Matthew Rudderham,23/4/2023
1038,7/8/2024,119,34,5,3,Completa,Maníes,Galletitas y Snacks,"5,45","27,25","27,25",Patagonia,Chase Rayner,24/11/2023
1058,7/8/2024,67,15,5,1,Completa,Medialunas,Panadería,"3,51","17,55","17,55",NEA,Avigdor Gorey,19/12/2023
1426,7/8/2024,326,15,6,3,Completa,Medialunas,Panadería,"3,51","21,06","21,06",Cuyo,Friedrick Paulucci,21/6/2023
1527,7/8/2024,203,29,5,3,Completa,Cerveza,Bebidas,"11,54","57,7","57,7",Buenos Aires,Rafaellle Jayes,2/10/2023
2212,7/8/2024,99,23,3,1,Completa,Papas fritas,Congelados,"8,23","24,69","24,69",Buenos Aires,Georgia Mcalpine,9/8/2023
2284,7/8/2024,58,15,4,5,Pendiente,Medialunas,Panadería,"3,51","14,04",0,Buenos Aires,Hilarius Abad,30/9/2023
2784,7/8/2024,44,35,3,5,Completa,Arroz,Conservas,"4,25","12,75","12,75",Buenos Aires,Cyrill Runge,17/9/2023
398,8/8/2024,123,23,1,1,Pendiente,Papas fritas,Congelados,"8,23","8,23",0,Patagonia,Reggie Thorwarth,24/10/2023
494,8/8/2024,143,8,6,4,Completa,Milanesa,Carnicería,"16,21","97,26","97,26",Buenos Aires,Gabriell Ralton,14/11/2023
1080,8/8/2024,202,27,6,4,Completa,Agua mineral,Bebidas,"6,21","37,26","37,26",NEA,Viola Wyke,10/11/2023
1827,8/8/2024,13,28,2,3,Pendiente,Jugos de frutas,Bebidas,"9,45","18,9",0,Centro,Kameko Moland,23/10/2023
2049,8/8/2024,76,9,1,3,Completa,Pollo,Carnicería,"18,56","18,56","18,56",Centro,Marlowe Bidgod,12/7/2023
2802,8/8/2024,326,16,4,3,Completa,Tortas,Panadería,"15,23","60,92","60,92",Cuyo,Friedrick Paulucci,21/6/2023
418,9/8/2024,252,32,4,1,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25",25,25,Patagonia,Emmalynne Chew,1/11/2023
1101,9/8/2024,127,6,6,1,Completa,Asado,Carnicería,"28,56","171,36","171,36",Buenos Aires,Jarrod Askham,13/10/2023
1166,9/8/2024,151,9,5,4,Completa,Pollo,Carnicería,"18,56","92,8","92,8",Buenos Aires,Lance Dungey,25/8/2023
